name,phi,psi,theta,energy,ani2_energy,ani1x_energy,cnn_energy,BAND_energy,bobrfr_energy,bobkrr_energy,bobbrr_energy,ecfprfr_energy,fchl_energy,mmff_energy,gaff_energy
gly-gly,-80.0,140.0,,-308111.26423116925,-308114.8556717691,-308926.15815701155,-308914.9113556483,-1711.7254638671875,-285153.68194651377,-308861.58171007637,-308798.3161283897,-283431.8426464393,-308910.23766001355,33.251908608258425,-4.334029446868541
gly-gly,-80.0,160.0,,-308110.8993787415,-308114.0791269308,-308925.57220042404,-308915.4331146815,-1711.7664794921875,-285156.01542195375,-308861.83604693395,-308800.4055840673,-283431.8426464393,-308913.0481874844,30.93018158781998,-7.340966039912202
gly-gly,-80.0,180.0,,-308115.17611811485,-308118.36023300525,-308929.7933320025,-308919.9191681483,-1715.8885498046875,-285155.7226620415,-308863.1056366829,-308804.6621500383,-283431.8426464393,-308920.4370051433,28.257723727800784,-13.970886321391895
gly-gly,-80.0,20.0,,-308107.71778496134,-308112.38818856125,-308923.69897206564,-308913.2063080409,-1710.5423583984375,-285154.4445417294,-308861.9641130222,-308806.8229338632,-283431.8426464394,-308905.296879024,36.05908142442489,-3.808833605528044
gly-gly,-80.0,40.0,,-308112.1360817693,-308115.2664293515,-308926.4908146602,-308915.7201019862,-1711.5194091796875,-285153.7102169323,-308861.02456274844,-308794.68507208925,-283431.84264643944,-308911.23966775206,31.72094303790833,-5.415079351102079
gly-gly,-80.0,60.0,,-308111.6245961674,-308114.1296835753,-308926.02276003733,-308917.0043274501,-1712.265625,-285155.86229489656,-308863.7672117324,-308803.57915503165,-283431.8426464394,-308912.4080253539,30.35745679059109,-10.369228019311251
gly-gly,-80.0,80.0,,-308114.0246449547,-308117.78136362135,-308929.6892128514,-308920.79268804577,-1719.7119140625,-285155.01250667113,-308861.84681884793,-308797.9792930719,-283431.84264643944,-308925.0514904121,27.20132806486882,-11.267461544561394
gly-gly,0.0,-100.0,,-308102.1521644573,-308107.46790138545,-308918.3347178705,-308907.2015167811,-1703.5184326171875,-285153.26138980495,-308863.5541672117,-308796.83654718543,-283431.8426464393,-308901.24774391484,50.16370368104417,38.42892051007022
gly-gly,0.0,-120.0,,-307969.7182811102,-307986.96375852084,-308786.69342947885,-308815.44264379534,-1704.8214111328125,-285147.6209882616,-308887.4223348042,-308815.0439988437,-283431.8426464393,-308709.93189071043,139.4872391845616,4532.560393930972
gly-gly,0.0,-140.0,,-308049.7637969609,-308056.03924094077,-308864.55796179886,-308870.47988287,-1712.0618896484375,-285154.705597441,-308872.41466488934,-308805.60782766755,-283431.8426464394,-308915.1604083331,77.06096021401855,1249.0438959207809
gly-gly,0.0,-160.0,,-308099.01692200615,-308104.3189060285,-308914.90514430695,-308903.7650238612,-1703.759521484375,-285155.00239419076,-308865.7214164579,-308799.7608232041,-283431.8426464394,-308895.6323332414,52.26491672376017,51.930253024613826
gly-gly,0.0,-180.0,,-308001.93889492995,-308015.0464337494,-308832.31363876234,-308829.6877686122,-1697.5955810546875,-285154.8635009904,-308880.5217270289,-308798.831812694,-283431.8426464395,-308872.6329305621,125.50919635249588,3629.8143536312655
gly-gly,0.0,-20.0,,-307539.5084391557,-307558.3050180935,-308385.03313471016,-308607.9565826991,-1692.0301513671875,-285144.99817707186,-308846.6635068914,-308807.28511278663,-283431.8426464394,-282697.7877931482,1136.5163934086718,21861.253077524536
gly-gly,0.0,-40.0,,-308100.79570276337,-308104.8650129161,-308914.67641879694,-308907.9521271327,-1711.233642578125,-285153.3009804787,-308863.9353732782,-308797.68497689714,-283431.8426464394,-308907.21769385564,50.160794512330725,68.30815306554521
gly-gly,0.0,-60.0,,-308075.558186414,-308083.0308888455,-308894.0299558154,-308866.8095261195,-1694.0184326171875,-285155.6435874585,-308869.90899801266,-308801.3243343719,-283431.8426464394,-308928.52383955504,71.33450679363905,362.0326660682333
gly-gly,0.0,-80.0,,-308031.48951322655,-308042.1657296626,-308853.01339209476,-308837.47100225475,-1696.994873046875,-285154.5438153403,-308877.58997111087,-308800.9421642331,-283431.8426464393,-308906.61923315196,103.72946406186796,1839.2700625843888
gly-gly,0.0,0.0,,-308097.609715433,-308102.0336729496,-308912.1495166627,-308908.4826752284,-1716.216552734375,-285154.276716769,-308867.4975853832,-308800.0360832845,-283431.8426464394,-308903.53143175325,51.716121839761314,110.17910117285341
gly-gly,0.0,100.0,,-308008.9189194186,-308019.4591997925,-308827.16809088824,-308832.9173981288,-1709.4771728515625,-285148.01759612793,-308883.0926238291,-308812.4436072205,-283431.8426464394,-308786.8527701725,107.0602707125484,2652.4687651750105
gly-gly,0.0,120.0,,-308100.8911028861,-308106.62044108403,-308917.36556353455,-308906.3242737391,-1703.560546875,-285153.3996200383,-308863.49552012456,-308798.59380819893,-283431.8426464393,-308899.4044468898,50.934118823533026,40.55285721413288
gly-gly,0.0,140.0,,-308018.7946878018,-308030.5200215027,-308843.1558051046,-308832.95466772106,-1697.760009765625,-285155.10556039965,-308879.1797260805,-308800.4535669853,-283431.8426464392,-308891.275310275,112.51420919234195,2481.8885686225444
gly-gly,0.0,160.0,,-308081.71952100855,-308088.98079785396,-308898.790856595,-308877.4831329921,-1693.794677734375,-285156.1854972636,-308868.0304959047,-308801.6131465634,-283431.8426464393,-308916.4221131719,66.10208686043953,239.30082440397044
gly-gly,0.0,180.0,,-308098.20668750576,-308102.3610274565,-308911.7255782639,-308906.8667389491,-1715.160888671875,-285153.6732752333,-308863.7025802486,-308796.6417872777,-283431.8426464394,-308906.3768931393,51.35611142391183,96.13348225770413
gly-gly,0.0,20.0,,-308083.84502297547,-308091.8980309576,-308900.90808937605,-308884.5084778407,-1698.767333984375,-285155.7479278412,-308865.9649814015,-308802.05866847304,-283431.8426464393,-308906.9094202854,63.1813243820779,169.43868767262364
gly-gly,0.0,40.0,,-308012.6221690559,-308023.0835678494,-308837.7570938757,-308829.7917725184,-1697.623046875,-285154.8635009904,-308879.33621805283,-308799.4269739693,-283431.8426464392,-308881.6285411888,119.28000590846322,3051.7424329531323
gly-gly,0.0,60.0,,-308100.7199296684,-308105.7364878569,-308916.4520453862,-308905.47312322643,-1703.5623779296875,-285155.0023941907,-308865.21274274285,-308799.2378331149,-283431.84264643944,-308895.7973786933,51.095772067874826,44.98420740458622
gly-gly,0.0,80.0,,-308025.9892952865,-308034.01299742394,-308844.64493571734,-308855.7528702357,-1712.8692626953125,-285154.0342654101,-308875.7722106289,-308808.43416616804,-283431.84264643944,-308822.35517874366,90.75957525412909,2202.3374032354504
gly-gly,100.0,-100.0,,-308104.87821842695,-308108.3510805485,-308919.38991660957,-308908.78461614635,-1711.8759765625,-285153.16083795734,-308869.1759094232,-308803.7049840572,-283431.8426464393,-308909.5581364499,42.990436200245,26.84234794668259
gly-gly,100.0,-120.0,,-307866.00451615255,-307822.5578566232,-308574.4760926716,-308757.4442879298,-1694.0963134765625,-285142.7405391758,-308861.8441258694,-308810.721008273,-283431.8426464393,-296027.74105852336,375.5101048328842,4018.3881378352053
gly-gly,100.0,-140.0,,-308106.0191207803,-308110.71575312165,-308921.6648008399,-308910.1529022792,-1715.5528564453125,-285153.99324673903,-308865.4928125059,-308799.2790111623,-283431.8426464393,-308903.81039814325,41.95872046560253,35.09402959687261
gly-gly,100.0,-160.0,,-308089.6067072232,-308097.14163445047,-308907.44056325126,-308895.56795660045,-1706.1732177734375,-285154.6727565385,-308867.5182315516,-308802.68475956586,-283431.8426464393,-308906.29873013997,56.016013555888755,85.02633984491725
gly-gly,100.0,-180.0,,-308065.4406538543,-308075.55789680197,-308887.0750256146,-308851.833436642,-1696.1297607421875,-285154.25820513605,-308870.63251156744,-308798.3218724192,-283431.8426464394,-308931.99217026855,75.79674679408994,578.0789479555502
gly-gly,100.0,-20.0,,-308052.5571435972,-308057.0865123675,-308866.71998872387,-308855.4639603236,-1708.91943359375,-285150.28575575765,-308878.3835021065,-308810.9073121939,-283431.8426464394,-308888.64656820317,76.69366505749691,889.1113413809834
gly-gly,100.0,-40.0,,-308104.8968252999,-308110.5714414599,-308921.3446075674,-308910.32785955456,-1705.7989501953125,-285153.1137556268,-308860.65921533306,-308797.86449012795,-283431.8426464394,-308908.7330517879,44.94915435713773,13.530186998409611
gly-gly,100.0,-60.0,,-308060.0620784246,-308071.332033724,-308882.2503395823,-308849.265870724,-1695.6563720703125,-285154.7820888562,-308874.4302096805,-308803.4679901054,-283431.8426464393,-308932.08930333797,77.34568424887308,604.496758601892
gly-gly,100.0,-80.0,,-308095.2947463064,-308101.8060141688,-308911.79914894025,-308898.5868012049,-1706.3607177734375,-285154.1820466555,-308865.049967154,-308800.74045324314,-283431.84264643944,-308906.54945064505,53.0393583566355,82.30535804910653
gly-gly,100.0,0.0,,-308076.8401768057,-308082.53831828304,-308894.79882922664,-308889.0946747401,-1699.9132080078125,-285154.8246144137,-308872.68396273855,-308807.785454683,-283431.8426464393,-308910.8897839247,53.23455570754033,461.9945737547091
gly-gly,100.0,100.0,,-307884.9238819606,-307843.554373389,-308605.7208706891,-308776.5592133143,-1693.522216796875,-285142.7405391758,-308861.83036175714,-308810.63481249945,-283431.8426464394,-297796.1505811799,339.602537703547,3756.1214472470533
gly-gly,100.0,120.0,,-308105.72094141616,-308109.1925255325,-308920.4047487231,-308907.78418890026,-1711.0303955078125,-285153.1765436785,-308867.75581209856,-308803.06151113793,-283431.8426464393,-308905.3808359018,42.83591223065496,19.68414707264381
gly-gly,100.0,140.0,,-308091.9930183428,-308098.86698603135,-308908.76463906164,-308893.56235662487,-1703.853515625,-285154.5636145599,-308864.7486527827,-308800.1877493877,-283431.8426464393,-308908.9874120218,55.95238095264404,117.79932555070974
gly-gly,100.0,160.0,,-308065.7004553695,-308076.1127049161,-308886.3364996398,-308852.0486084559,-1695.271240234375,-285155.654666452,-308873.2782133257,-308803.5108620894,-283431.8426464394,-308931.8642023615,73.56989095368421,471.7627773473466
gly-gly,100.0,180.0,,-308106.02201852074,-308111.50482287677,-308922.38180636335,-308910.7749115565,-1706.6494140625,-285153.25309649546,-308860.7801001454,-308797.27960929973,-283431.8426464394,-308908.0896449924,44.02590446226822,12.875079915079922
gly-gly,100.0,20.0,,-308104.9908047162,-308109.7580120009,-308920.1941447142,-308907.9669281581,-1703.6640625,-285154.0028945811,-308864.921302626,-308801.9732019147,-283431.84264643944,-308900.5709811211,44.28595025339072,16.39203886235002
gly-gly,100.0,40.0,,-308059.49272563553,-308070.5374102922,-308882.75860654545,-308849.9922424891,-1696.405029296875,-285154.25820513605,-308871.7240655161,-308798.89019814885,-283431.8426464393,-308930.9175958766,79.42896186499887,708.2212298145973
gly-gly,100.0,60.0,,-308092.7651190803,-308099.8496464206,-308910.60455116176,-308899.91785589245,-1706.7799072265625,-285154.6727565385,-308867.0583306692,-308802.8834269319,-283431.84264643944,-308903.99677352794,53.60344349751882,59.161069210475034
gly-gly,100.0,80.0,,-308104.0405899531,-308108.68376024335,-308919.8522393026,-308908.97921148327,-1718.140869140625,-285155.30106077733,-308866.03290430346,-308800.94356834004,-283431.84264643944,-308905.9900626751,42.756020374022434,52.80886136228632
gly-gly,120.0,-100.0,,-308099.71256120066,-308106.0773558442,-308917.51845551835,-308906.5207764247,-1706.331298828125,-285153.78945233347,-308861.10714742215,-308800.63544700306,-283431.8426464394,-308906.3868164844,47.55060917735302,12.40431778599293
gly-gly,120.0,-120.0,,-308104.8399031641,-308108.73380395386,-308920.30119060917,-308912.949716244,-1719.880126953125,-285155.49214892805,-308867.19567257224,-308804.7485264873,-283431.8426464394,-308914.8622381077,40.90599315439451,33.87517325032235
gly-gly,120.0,-140.0,,-308052.9446334482,-308056.84910317673,-308854.24779546156,-308870.6316315272,-1708.8013916015625,-285149.35214168375,-308871.0630889063,-308817.0462735394,-283431.8426464394,-308084.8299645213,79.88926529575673,868.8338850773541
gly-gly,120.0,-160.0,,-308107.9633731537,-308110.77581303526,-308922.351052175,-308908.46976629284,-1709.135986328125,-285156.1980540544,-308862.9886417284,-308799.64875520015,-283431.8426464394,-308905.08123152476,39.773281526127455,3.1235856601141947
gly-gly,120.0,-180.0,,-308097.20062708925,-308103.4724622691,-308913.7869691438,-308901.2813202479,-1706.8531494140625,-285154.76731604396,-308861.384224987,-308794.65757578926,-283431.8426464394,-308903.6138177263,51.435779580778046,74.28047134848197
gly-gly,120.0,-20.0,,-308066.71150390495,-308068.3974168193,-308879.9630611055,-308868.6122376063,-1699.8912353515625,-285148.8189922749,-308880.07080274145,-308815.3279755132,-283431.8426464393,-308829.6650467824,75.03954920557975,404.96057590419946
gly-gly,120.0,-40.0,,-308100.23192014475,-308103.68882717495,-308914.5869707683,-308909.44727483776,-1719.70068359375,-285155.86559470533,-308864.9293815615,-308805.92291082715,-283431.8426464394,-308917.9420423889,41.30764355342268,103.74580173181151
gly-gly,120.0,-60.0,,-308107.3067564459,-308111.12839457096,-308922.3446282992,-308909.3602997401,-1706.3114013671875,-285154.25365039933,-308862.6594999127,-308798.807336116,-283431.8426464395,-308904.8946808164,41.40994078225725,6.707280255995784
gly-gly,120.0,-80.0,,-308078.8091507224,-308088.48270159296,-308898.4522285756,-308867.59460607555,-1695.1749267578125,-285153.584227112,-308865.90005069785,-308800.3220255561,-283431.8426464395,-308919.2128757698,64.12819133822947,262.02652439662336
gly-gly,120.0,0.0,,-308107.5431820208,-308113.6492882019,-308924.66862198454,-308911.8174530604,-1709.7801513671875,-285154.4885429885,-308861.9437660736,-308796.68793352414,-283431.84264643944,-308910.6877030051,41.11324462881653,0.6090895561684135
gly-gly,120.0,100.0,,-308106.9755002828,-308111.1780652386,-308922.9417027735,-308912.75896612194,-1719.4873046875,-285154.98720233614,-308867.269280651,-308803.38945241104,-283431.8426464394,-308912.3238674384,39.28998653988022,20.99766922666903
gly-gly,120.0,120.0,,-308097.9462476116,-308104.4944600366,-308916.1869927184,-308905.08051458385,-1706.5567626953125,-285153.9146673113,-308861.6834448194,-308801.8512307813,-283431.84264643944,-308904.9151960764,48.85478872371691,18.596666429352453
gly-gly,120.0,140.0,,-308081.23374581174,-308090.4647067171,-308900.35781007836,-308873.1323792079,-1694.99072265625,-285154.4581925988,-308864.9934146056,-308798.81692573224,-283431.84264643944,-308917.0002619921,62.773582588502435,237.4481145803936
gly-gly,120.0,160.0,,-308107.68614138593,-308111.3389866373,-308922.6342543957,-308909.20078435924,-1706.323486328125,-285155.63086659287,-308862.2064810865,-308798.6739765921,-283431.8426464394,-308904.8414828031,40.875659981527065,4.786696279311002
gly-gly,120.0,180.0,,-308096.52060940664,-308100.12797375896,-308911.40651641635,-308905.4781738856,-1716.9605712890625,-285156.0038249386,-308866.06551926525,-308806.8897586265,-283431.8426464393,-308916.50023526273,42.30886832376257,165.7383793779574
gly-gly,120.0,20.0,,-308083.6385010802,-308092.5666917774,-308902.45358786243,-308882.88649145147,-1700.2786865234375,-285155.1424445152,-308864.448236071,-308803.7763951693,-283431.8426464393,-308912.7527558219,59.5604742799776,141.93739277157454
gly-gly,120.0,40.0,,-308099.7167482165,-308105.5549092053,-308915.96839392965,-308903.64835516,-1706.43505859375,-285154.767316044,-308861.47099873837,-308795.0197768613,-283431.8426464394,-308903.0590664947,49.24848341024193,53.9977465459592
gly-gly,120.0,60.0,,-308107.7273418719,-308110.5008990398,-308922.20962405106,-308909.54802862194,-1710.5052490234375,-285154.5942787734,-308863.5236467888,-308800.211160803,-283431.8426464392,-308905.7771537382,39.73623830071011,4.72424122007493
gly-gly,120.0,80.0,,-308036.3279010296,-308036.07469151495,-308825.3888856414,-308865.1295563319,-1705.88720703125,-285146.78850710293,-308869.5846437143,-308815.3481557521,-283431.8426464394,-306647.9821605189,104.71087142026391,986.850766236351
gly-gly,140.0,-100.0,,-308106.53909932764,-308111.93856923043,-308923.16543505265,-308915.8772980311,-1710.845703125,-285154.79586679925,-308860.4114613118,-308806.40863722935,-283431.8426464394,-308909.9174725855,37.40642598502539,-5.1887274370793515
gly-gly,140.0,-120.0,,-308110.6912921916,-308115.43705919274,-308926.3721552954,-308918.31308904674,-1712.4234619140625,-285156.71124576626,-308865.24356238556,-308798.64278843475,-283431.8426464393,-308918.1189561144,29.48765418593885,-6.2167659328608735
gly-gly,140.0,-140.0,,-308113.92841243575,-308117.7744530009,-308929.65777606773,-308918.6773010829,-1718.385498046875,-285155.954791329,-308861.1349748666,-308797.353069822,-283431.84264643944,-308925.473686089,27.785824595129657,-11.600782853090776
gly-gly,140.0,-160.0,,-308111.0108509967,-308113.67493490403,-308925.5765110598,-308915.9094482997,-1712.0552978515625,-285156.9058234728,-308862.9754760558,-308802.86436291796,-283431.8426464394,-308911.9061799289,30.795289200075647,-9.527527006564307
gly-gly,140.0,-180.0,,-308112.26484032895,-308115.4213727371,-308926.71237759554,-308916.7130219081,-1711.6275634765625,-285154.04238142725,-308860.88213410816,-308794.3010056677,-283431.8426464393,-308911.17870171124,31.846287644423477,-5.287387728372238
gly-gly,140.0,-20.0,,-308113.08705382526,-308117.45388787554,-308928.39792031405,-308919.6225830653,-1717.5787353515625,-285154.4101531773,-308862.9629088228,-308794.7583533078,-283431.8426464393,-308918.5680722261,26.017658843036923,-7.308784633359622
gly-gly,140.0,-40.0,,-308113.9779181085,-308116.99663981656,-308928.6534914534,-308919.6062714198,-1714.51806640625,-285156.211911848,-308861.56196156744,-308803.7653314257,-283431.8426464394,-308919.46959236014,29.305757691072216,-13.075010852150555
gly-gly,140.0,-60.0,,-308111.0859919712,-308114.4750933606,-308925.8863251444,-308915.6062714198,-1711.8096923828125,-285155.5750135186,-308862.1059432228,-308799.93945703254,-283431.8426464394,-308916.4108690519,31.01217654748981,-7.003249038661991
gly-gly,140.0,-80.0,,-308111.0582725496,-308114.54747301724,-308925.8354203704,-308914.4278656581,-1711.589599609375,-285153.7153462637,-308861.83066097694,-308799.5835950003,-283431.8426464394,-308910.2670560248,33.41785672830889,-4.386922079968272
gly-gly,140.0,0.0,,-308107.7312159568,-308113.0180156108,-308923.3878395437,-308917.0001312831,-1710.4932861328125,-285154.5850932773,-308858.7603662765,-308794.09163914435,-283431.8426464394,-308912.1493334454,35.495334877419666,-6.32858565973693
gly-gly,140.0,100.0,,-308110.15170539235,-308115.0032009261,-308926.0032733457,-308917.6895844081,-1712.052001953125,-285156.03303714853,-308864.5128675548,-308799.17879811535,-283431.8426464394,-308919.65949994116,30.469817414176088,-6.212935783103198
gly-gly,140.0,120.0,,-308106.5098840962,-308111.88072892244,-308923.1299213987,-308914.21372381237,-1710.66552734375,-285154.8263847371,-308860.34473528917,-308808.0978594897,-283431.8426464394,-308910.0021751748,37.389713794666044,-4.927641393929285
gly-gly,140.0,140.0,,-308111.4555133284,-308114.82411233627,-308926.1113665103,-308915.5947968104,-1711.7711181640625,-285153.68194651377,-308861.5517880931,-308798.0460303594,-283431.8426464394,-308910.9558554039,33.093025546813145,-4.5006115949208905
gly-gly,140.0,160.0,,-308110.8928885542,-308114.25910149765,-308925.65721625893,-308916.36229864147,-1711.9364013671875,-285156.112407753,-308861.4689041996,-308800.3720230643,-283431.8426464393,-308915.0294505656,30.988428110629645,-7.328355587687675
gly-gly,140.0,180.0,,-308114.24933561974,-308117.3832708468,-308928.9821470368,-308919.87194219616,-1715.0006103515625,-285156.36137753795,-308861.7782975063,-308804.0934387608,-283431.8426464394,-308920.57427457935,29.0342118809645,-13.220227067524988
gly-gly,140.0,20.0,,-308108.0487094178,-308112.4929296931,-308923.68347808876,-308913.1446625331,-1710.627685546875,-285154.4270166512,-308861.9712942982,-308806.7773338998,-283431.8426464394,-308906.3819249414,35.83183314938015,-3.992923565095992
gly-gly,140.0,40.0,,-308112.22221913654,-308115.3948866882,-308926.6780701716,-308915.98285833385,-1711.638916015625,-285154.8288337435,-308860.8411409911,-308794.67654612364,-283431.8426464393,-308912.6059697926,31.65292754786233,-5.487454582753017
gly-gly,140.0,60.0,,-308111.32519637264,-308113.90491587727,-308925.8294733762,-308918.1711060145,-1712.257568359375,-285156.04802944174,-308863.76840861165,-308803.7305754833,-283431.8426464394,-308912.99954672914,30.676034800322828,-10.105894894773066
gly-gly,140.0,80.0,,-308113.71371052595,-308117.72050166555,-308929.7256241648,-308919.6531159022,-1718.749755859375,-285155.2369135927,-308861.08709969337,-308796.41954635945,-283431.8426464394,-308926.37022818736,27.51029648941273,-10.925055406366319
gly-gly,160.0,-100.0,,-308106.9540081866,-308111.2176450946,-308922.1525665692,-308915.9708344081,-1711.1861572265625,-285158.7408221443,-308860.2139762224,-308802.55573149223,-283431.8426464393,-308908.32052348304,35.43807602868605,-16.070678144820302
gly-gly,160.0,-120.0,,-308105.0926950263,-308108.244091833,-308918.47173250193,-308909.19994512585,-1707.9554443359375,-285149.6676531575,-308865.6708483062,-308800.8299833221,-283431.8426464393,-308906.24502485554,36.16690867236859,-12.049052543069346
gly-gly,160.0,-140.0,,-308109.59565842623,-308114.2409156543,-308925.4364481263,-308917.8403259852,-1712.3773193359375,-285156.68645479664,-308865.2561296185,-308797.14259047195,-283431.8426464393,-308909.10616489267,32.232852015794805,-16.89085369700234
gly-gly,160.0,-160.0,,-308107.3279731629,-308111.7277813166,-308922.87246143416,-308915.3020264247,-1711.8876953125,-285159.12847400724,-308861.3022387529,-308802.99906983896,-283431.8426464394,-308910.8988680517,34.510271858792265,-15.808408703741698
gly-gly,160.0,-180.0,,-308112.5342425649,-308116.7852270558,-308927.67940934084,-308918.80861822155,-1714.402587890625,-285156.1605996111,-308861.1137302585,-308795.3363433224,-283431.8426464394,-308909.5247570751,31.195256962810888,-15.370940612094168
gly-gly,160.0,-20.0,,-308104.48197902716,-308107.4848655132,-308917.41340130527,-308905.7136475184,-1707.2576904296875,-285147.413865258,-308862.32856277813,-308795.1581897372,-283431.8426464393,-308896.0653884943,37.37614650699688,-10.471229533690439
gly-gly,160.0,-40.0,,-308107.89472862525,-308112.4967813614,-308923.42473708926,-308916.5078217128,-1711.7803955078125,-285157.4033388027,-308860.55000009417,-308800.1604372266,-283431.8426464393,-308906.8236353621,34.810945947143324,-17.31463126532038
gly-gly,160.0,-60.0,,-308109.806849251,-308114.36828184046,-308925.1038652826,-308916.2400757411,-1713.9022216796875,-285156.5500691461,-308863.11670781666,-308800.830976215,-283431.8426464393,-308912.39912707073,32.49663046423518,-15.428754742834101
gly-gly,160.0,-80.0,,-308111.4278439757,-308115.19896453567,-308926.0624066651,-308917.4736420253,-1713.8760986328125,-285157.84029478417,-308862.6571061541,-308798.4833999428,-283431.84264643944,-308909.24692327884,31.797004842526967,-15.112980951015905
gly-gly,160.0,0.0,,-308108.240942887,-308112.3618890339,-308923.5430972342,-308917.20694891,-1710.7568359375,-285157.5028122,-308859.9877660291,-308796.128147546,-283431.8426464393,-308908.4353070158,34.15778906897946,-16.944436840216643
gly-gly,160.0,100.0,,-308106.1320262592,-308109.3386184742,-308919.85066839843,-308911.9765717128,-1709.433349609375,-285157.57163800957,-308869.0110392955,-308804.91661834833,-283431.8426464393,-308908.044317863,34.904064868387465,-13.194888326625488
gly-gly,160.0,120.0,,-308106.89241086267,-308111.10714977555,-308922.0457263878,-308913.9318329432,-1711.2630615234375,-285157.54203385103,-308861.13527408644,-308803.75089683064,-283431.8426464394,-308908.3223936068,35.396263237181785,-15.796896261051387
gly-gly,160.0,140.0,,-308111.83522997505,-308115.67491137196,-308926.56780766335,-308916.45800176647,-1714.176513671875,-285157.03991264256,-308862.3692566753,-308797.51465300116,-283431.8426464394,-308909.16692288214,31.580742033507995,-15.173165346676193
gly-gly,160.0,160.0,,-308109.2813380849,-308113.8336273711,-308924.5889266522,-308914.4672791102,-1713.7703857421875,-285157.470216346,-308862.9323883999,-308801.20510760404,-283431.84264643944,-308912.66407220653,32.837291257578265,-15.418802804657085
gly-gly,160.0,180.0,,-308108.2277997879,-308112.8330515946,-308923.75707681687,-308917.0327393153,-1711.62060546875,-285156.82601413893,-308860.63617540593,-308798.5701106891,-283431.8426464393,-308905.9389182913,34.514040833618864,-17.472218211516534
gly-gly,160.0,20.0,,-308108.3791144089,-308112.0508271775,-308922.79962010623,-308915.3854004481,-1712.17236328125,-285158.36465546186,-308863.07541547983,-308804.4174914317,-283431.8426464393,-308907.822857785,33.851506226997714,-14.819194203155575
gly-gly,160.0,40.0,,-308112.37920406595,-308116.69928728824,-308927.54793027625,-308917.94936529186,-1714.408935546875,-285156.7176724264,-308861.168188268,-308795.78180370847,-283431.84264643944,-308910.25419892237,31.246318665000647,-15.397199541805975
gly-gly,160.0,60.0,,-308107.1642289254,-308111.54481308005,-308922.79252298584,-308916.45052495983,-1711.712890625,-285159.25531614857,-308860.93389913917,-308803.1642937611,-283431.8426464395,-308910.81002547557,34.75563179174316,-15.998339628564816
gly-gly,160.0,80.0,,-308109.54791142524,-308113.9402337177,-308925.12297794945,-308917.2410828212,-1711.8621826171875,-285157.2950602803,-308866.2184205996,-308798.3193751477,-283431.8426464393,-308908.1936051828,31.916683460488358,-16.363690991164912
gly-gly,180.0,-100.0,,-308110.46650138876,-308113.4966017261,-308925.01612841734,-308916.38634649303,-1710.7091064453125,-285155.60182813386,-308866.32494285994,-308807.2852600051,-283431.8426464394,-308914.4924561614,32.298273591001646,-11.473772956577859
gly-gly,180.0,-120.0,,-308113.93672388117,-308118.0105891826,-308929.5476818707,-308917.7235962489,-1713.4993896484375,-285156.74233319715,-308862.75644713844,-308798.1587994685,-283431.8426464393,-308915.9306586235,26.914906142858,-9.99537049986219
gly-gly,180.0,-140.0,,-308107.0579075133,-308111.8055234655,-308922.2313548914,-308915.17736211803,-1709.082275390625,-285157.2110318991,-308867.31326596637,-308801.13634273125,-283431.8426464394,-308911.3460859868,35.27744843461932,-6.309319091277152
gly-gly,180.0,-160.0,,-308106.88457507227,-308111.75518132065,-308922.7073668916,-308914.5327087977,-1709.3521728515625,-285156.8365328856,-308864.4685830195,-308810.20746617304,-283431.8426464393,-308909.4025386307,37.43358945836384,-6.159564524550532
gly-gly,180.0,-180.0,,-308111.3836456114,-308115.24382294924,-308926.63851704996,-308916.80947271374,-1712.3309326171875,-285156.78219922207,-308862.74387990555,-308798.6816943166,-283431.8426464394,-308911.9956992564,33.303104790716446,-6.311249782363234
gly-gly,180.0,-20.0,,-308109.9442947732,-308113.67898242,-308924.80400025746,-308915.3039642909,-1712.0228271484375,-285156.2656454024,-308871.2997717937,-308805.282534387,-283431.8426464393,-308913.90535295365,29.66318579991002,-5.826815379026314
gly-gly,180.0,-40.0,,-308106.85249965213,-308112.1334282107,-308922.80652086355,-308916.9485107997,-1709.3802490234375,-285156.3605525325,-308861.92581288365,-308796.4185463577,-283431.8426464393,-308914.30473662505,37.595962097283646,-7.353691473411295
gly-gly,180.0,-60.0,,-308108.94178299344,-308112.9902145857,-308924.301582107,-308914.6364075282,-1711.114013671875,-285156.44923682057,-308863.7600304564,-308806.7442806397,-283431.8426464394,-308910.45752931805,35.499197754406346,-5.758601781515381
gly-gly,180.0,-80.0,,-308111.3310606982,-308115.6663034061,-308926.6168610146,-308918.20214239147,-1712.8900146484375,-285157.0847664232,-308865.25972025644,-308802.1445535922,-283431.84264643944,-308913.8330305853,32.02467772813391,-7.513528719915122
gly-gly,180.0,0.0,,-308112.5939372688,-308116.34400119114,-308927.8697879592,-308919.13169256237,-1711.456787109375,-285155.72410756606,-308861.46621122106,-308801.4111494936,-283431.8426464394,-308916.9618426332,30.51352799923873,-12.664800286674373
gly-gly,180.0,100.0,,-308114.0046048582,-308118.0778861292,-308929.6794975575,-308918.06212774303,-1713.623779296875,-285156.74233319715,-308862.0460992563,-308797.31845192425,-283431.84264643944,-308915.99489504355,27.251825182171608,-10.631280255074564
